5.489722222222222392e+00,-1.550000000000000000e+01,6.666666666666667140e+01
5.490818713449499455e+00,-1.444736842109999841e+01,6.527777777777777146e+01
5.491915204678443629e+00,-1.339473684210000037e+01,6.666666666666667140e+01
5.493011695905722469e+00,-1.234210526319999879e+01,6.944444444444444287e+01
5.494108187134666643e+00,-1.128947368420000075e+01,6.944444444444444287e+01
5.495204678361972128e+00,-1.023684210529999916e+01,7.361111111111111427e+01
5.496301169590916302e+00,-9.184210526299999344e+00,7.222222222222222854e+01
5.497397660818194254e+00,-8.131578947399999535e+00,6.944444444444444287e+01
5.498494152047139316e+00,-7.078947368400000606e+00,7.500000000000000000e+01
5.499590643274417268e+00,-6.026315789500000797e+00,8.194444444444444287e+01
5.500687134503360554e+00,-4.973684210500000091e+00,8.194444444444444287e+01
5.501783625730638505e+00,-3.921052631600000282e+00,8.333333333333332860e+01
5.502880116959583567e+00,-2.868421052600000021e+00,8.333333333333332860e+01
5.503976608186861519e+00,-1.815789473699999990e+00,8.333333333333332860e+01
5.505073099415805693e+00,-7.631578946999999502e-01,8.472222222222222854e+01
5.506169590643111178e+00,2.894736842000000254e-01,8.888888888888888573e+01
5.507266081872055352e+00,1.342105263199999898e+00,9.444444444444444287e+01
5.508362573099334192e+00,2.394736842099999929e+00,9.722222222222222854e+01
5.509459064328278366e+00,3.447368421100000191e+00,1.027777777777777715e+02
5.510555555555555429e+00,4.500000000000000000e+00,1.055555555555555571e+02
4.689722222222222570e+00,-1.550000000000000000e+01,5.555555555555555713e+01
4.690818713449499633e+00,-1.444736842109999841e+01,5.555555555555555713e+01
4.691915204678443807e+00,-1.339473684210000037e+01,6.250000000000000000e+01
4.693011695905722647e+00,-1.234210526319999879e+01,5.555555555555555713e+01
4.694108187134666821e+00,-1.128947368420000075e+01,4.861111111111111427e+01
4.695204678361972306e+00,-1.023684210529999916e+01,5.555555555555555713e+01
4.696301169590916480e+00,-9.184210526299999344e+00,4.861111111111111427e+01
4.697397660818194431e+00,-8.131578947399999535e+00,5.555555555555555713e+01
4.698494152047139494e+00,-7.078947368400000606e+00,5.555555555555555713e+01
4.699590643274416557e+00,-6.026315789500000797e+00,6.666666666666667140e+01
4.700687134503360731e+00,-4.973684210500000091e+00,6.250000000000000000e+01
4.701783625730638683e+00,-3.921052631600000282e+00,6.944444444444444287e+01
4.702880116959583745e+00,-2.868421052600000021e+00,1.111111111111111143e+02
4.703976608186860808e+00,-1.815789473699999990e+00,1.111111111111111143e+02
4.705073099415804982e+00,-7.631578946999999502e-01,6.944444444444444287e+01
4.706169590643111356e+00,2.894736842000000254e-01,7.222222222222222854e+01
4.707266081872055530e+00,1.342105263199999898e+00,8.055555555555555713e+01
4.708362573099333481e+00,2.394736842099999929e+00,8.055555555555555713e+01
4.709459064328277655e+00,3.447368421100000191e+00,8.333333333333332860e+01
4.710555555555555607e+00,4.500000000000000000e+00,9.027777777777777146e+01
5.623055555555556140e+00,-1.550000000000000000e+01,6.666666666666667140e+01
5.624152046782833203e+00,-1.444736842109999841e+01,6.666666666666667140e+01
5.625248538011777377e+00,-1.339473684210000037e+01,6.250000000000000000e+01
5.626345029239055329e+00,-1.234210526319999879e+01,6.944444444444444287e+01
5.627441520467999503e+00,-1.128947368420000075e+01,7.500000000000000000e+01
5.628538011695305876e+00,-1.023684210529999916e+01,7.500000000000000000e+01
5.629634502924250050e+00,-9.184210526299999344e+00,7.777777777777777146e+01
5.630730994151528002e+00,-8.131578947399999535e+00,1.250000000000000000e+02
5.631827485380473064e+00,-7.078947368400000606e+00,1.388888888888888857e+02
5.632923976607750127e+00,-6.026315789500000797e+00,8.611111111111111427e+01
5.634020467836694301e+00,-4.973684210500000091e+00,9.722222222222222854e+01
